distance,numwall,etage,frequence,pathloss
8.78,3,0,4923.5,150.59
15.6,5,1,5056.1,187.01
11.15,0,0,5065.8,135.71
15.67,4,1,5040.3,176.41
48.44,10,0,5036.3,209.21
17.28,1,1,905.7,146.27
7.63,1,1,2381.4,144.63
25.48,8,3,2393.5,222.7
19.18,7,1,5793.5,197.43
2.15,1,1,2354.2,125.32
3.25,0,0,1773.9,118.31
6.68,1,0,2429.4,131.12
7.86,2,1,2413.3,155.81
49.44,6,1,2338.3,194.69
100.0,5,1,2392.5,193.56
11.82,0,1,5041.0,161.81
12.91,1,1,5876.0,164.38
36.41,6,2,950.8,187.9
6.69,2,0,2336.2,135.11
12.17,1,1,5041.2,158.67
55.92,5,2,2372.1,198.76
18.03,3,2,2400.0,180.75
8.67,2,0,1860.0,128.95
4.69,0,0,2384.0,127.88
15.41,3,2,2219.0,182.68
5.45,0,1,5048.1,146.83
9.55,3,0,854.5,129.47
10.86,3,0,2398.4,144.27
32.76,2,0,4976.9,150.4
47.42,5,0,879.3,149.94
8.62,0,0,4927.4,133.6
21.06,2,1,1806.7,159.75
22.51,2,1,2404.9,157.92
5.49,0,0,2461.1,117.63
9.45,1,0,1780.7,130.69
11.94,2,0,5834.5,163.63
27.99,2,0,919.7,131.06
9.1,0,0,2336.7,120.73
8.71,3,0,4896.3,153.8
43.33,7,0,5001.9,191.41
9.07,1,0,2376.0,134.01
15.55,3,1,2361.7,158.98
10.18,3,1,2396.5,154.0
7.81,1,0,4892.1,145.89
16.05,4,1,2459.1,172.87
3.76,1,0,5847.6,141.18
26.51,2,1,5057.6,178.51
52.18,4,0,1809.6,161.77
20.78,2,2,4937.4,190.5
11.62,0,1,4988.0,157.38
10.24,1,0,2416.6,134.77
13.0,2,2,5791.6,179.81
15.56,4,0,5064.8,155.44
17.81,1,0,4901.5,148.49
11.37,5,1,2372.2,155.3
12.66,0,2,2316.9,158.58
5.23,0,1,5019.5,156.04
12.3,1,1,2336.8,155.62
7.84,2,0,1748.6,125.36
71.0,8,1,1831.6,201.11
26.03,0,0,1781.0,133.44
9.73,2,0,4987.0,154.08
11.87,1,0,2479.0,132.08
23.18,1,1,2395.2,157.32
13.12,3,0,5021.7,160.7
25.28,5,2,2443.8,196.26
17.87,5,0,5031.0,171.51
31.76,5,4,5817.6,239.47
12.11,2,0,5808.1,151.65
12.47,0,0,884.8,115.95
15.1,7,1,5053.0,199.86
7.49,1,0,5028.1,140.55
31.73,5,3,4981.1,220.18
5.34,2,0,2463.8,130.34
32.2,7,3,2353.8,223.0
16.89,4,1,5653.2,186.64
35.86,8,0,2422.6,176.12
2.19,0,0,2405.1,111.63
19.36,3,1,5689.8,182.49
28.23,2,0,2405.4,146.32
39.08,4,2,2343.8,191.27
12.55,1,0,1851.1,129.51
22.1,2,0,2394.0,146.11
2.33,0,0,842.4,82.52
9.85,4,1,2366.8,157.23
3.47,0,1,1717.7,123.65
4.36,0,0,843.5,108.4
21.67,1,1,5779.6,167.11
6.58,1,0,1753.3,119.17
7.73,1,1,5848.3,165.12
51.95,4,0,4953.0,183.1
16.62,6,0,5087.3,174.62
15.65,4,0,5833.4,167.2
38.24,3,2,2412.8,181.34
6.24,0,1,2448.2,132.52
4.18,2,0,5092.4,141.11
22.01,2,1,2395.3,170.06
6.25,0,0,2383.8,129.51
9.76,1,0,2441.3,130.4
40.71,3,1,4987.6,187.73
45.89,8,0,896.7,160.92
9.64,3,0,800.5,122.86
53.0,6,0,921.1,150.31
36.1,7,3,1764.3,209.33
6.05,3,0,5770.9,152.06
1.54,0,0,1810.7,93.42
3.97,0,1,2375.7,132.15
58.38,5,1,4991.5,204.61
14.5,4,2,819.8,165.99
46.07,5,2,2465.1,206.9
9.36,2,1,4931.8,167.7
21.23,2,1,2328.6,158.86
8.92,0,0,954.9,113.49
43.73,6,1,2366.8,183.01
11.65,1,0,2418.2,136.36
6.51,1,0,1782.3,127.51
2.99,0,0,2415.6,113.52
6.87,0,0,5019.2,138.62
0.86,0,0,2392.4,92.74
100.0,7,2,4998.2,228.85
16.21,1,1,5805.2,164.05
4.05,0,0,2380.3,126.05
9.53,1,0,1829.2,127.93
7.16,2,1,5064.7,166.95
1.78,0,0,2422.2,120.28
14.65,1,1,2361.3,152.46
6.73,2,0,2393.6,129.41
13.73,2,2,2369.3,172.26
91.98,3,2,2382.1,200.28
9.53,1,0,5829.3,147.42
30.38,7,3,4973.6,228.15
7.87,2,0,2438.9,135.97
5.07,6,0,881.9,134.6
3.96,0,0,2370.8,116.93
26.83,5,2,5045.6,201.98
40.04,3,0,1843.7,159.11
11.13,0,2,4885.3,172.33
6.58,4,1,1827.2,157.02
6.1,2,0,1846.1,129.64
10.91,2,1,2358.2,155.72
15.54,1,2,2371.1,167.38
17.07,4,0,2384.0,151.74
25.18,3,2,4958.8,190.38
5.26,0,0,5777.7,137.94
9.96,1,0,2463.4,132.32
44.4,8,2,1665.5,207.83
19.94,1,1,2414.5,152.47
39.88,6,1,946.9,167.55
26.35,3,3,2392.8,200.59
7.16,3,0,5836.6,144.17
8.01,0,0,1709.1,125.63
34.64,5,1,838.7,157.47
8.82,3,0,1759.2,137.82
4.64,0,0,2342.3,120.01
5.27,0,0,1782.9,116.55
9.47,2,1,2411.6,157.86
16.47,0,0,4987.4,157.28
5.37,0,1,2450.9,134.89
12.93,1,1,2329.7,156.47
42.73,6,2,4976.0,208.63
10.92,1,1,2439.4,147.56
4.91,0,0,4986.9,132.64
4.42,0,0,2398.7,123.1
12.89,1,0,2496.5,139.3
7.14,3,0,2624.0,137.54
52.8,4,1,2326.0,178.3
17.85,6,0,2451.6,167.87
10.23,4,0,4967.8,157.13
10.55,1,0,4982.1,139.03
8.82,0,0,1791.2,121.64
6.9,1,0,5054.6,144.18
29.66,4,0,1883.6,162.06
4.12,0,0,2437.5,118.13
6.28,4,0,2347.8,133.68
10.43,2,0,1868.4,132.86
5.62,1,0,1784.8,120.49
14.31,3,0,1825.6,143.77
13.55,2,2,2372.5,168.48
13.55,1,0,2391.1,138.46
25.58,3,0,1764.6,136.95
27.28,5,3,2376.6,198.4
18.34,2,1,5853.5,178.9
6.14,2,0,1859.0,127.66
5.28,4,0,1750.2,127.27
8.52,3,0,2460.9,138.16
15.39,4,0,2537.4,151.4
8.02,1,1,2293.5,151.52
5.74,2,0,5754.8,142.45
4.5,0,1,5031.8,151.36
8.12,5,0,4922.3,155.33
30.69,4,2,5006.4,196.01
4.51,0,1,2371.4,134.82
6.16,2,0,4952.3,135.76
12.36,2,0,1923.8,144.53
18.66,4,2,2472.3,189.88
17.81,3,2,2402.6,180.99
6.0,2,0,2386.9,136.69
21.06,4,2,2408.1,186.1
16.5,2,0,1773.4,141.08
36.3,8,1,2380.3,196.71
4.24,1,1,930.0,123.54
20.81,0,1,1779.0,154.54
30.94,10,1,4985.7,212.34
12.49,1,1,5923.8,168.63
9.41,2,0,5835.3,150.48
32.42,1,0,5947.5,165.92
6.26,3,1,1678.8,147.87
5.84,1,0,851.0,109.44
12.47,5,1,1741.0,166.91
2.07,0,0,1842.6,102.85
7.79,1,0,4991.0,138.2
4.97,0,0,1797.3,112.72
11.37,3,0,4968.6,156.8
33.17,6,0,2397.0,167.77
9.19,1,0,2396.5,131.86
11.95,2,0,1762.9,128.15
6.85,4,0,5772.1,161.52
12.15,2,1,5025.3,170.3
3.26,0,0,1798.7,101.96
52.61,2,2,2357.4,191.48
12.81,2,2,5783.3,187.1
6.41,0,0,2537.7,130.88
8.22,1,0,1869.8,137.8
12.73,3,0,2369.9,139.07
30.3,1,2,5750.1,186.73
34.99,6,1,5025.5,195.98
4.63,1,0,4925.5,144.97
60.77,2,1,5794.8,185.9
12.87,2,0,1798.6,133.52
17.63,4,0,2452.3,157.44
11.71,2,1,5018.8,167.07
9.18,8,0,5795.8,174.62
24.86,1,0,882.0,125.07
10.5,1,0,888.4,124.51
25.52,3,3,1875.1,195.33
3.24,0,0,2395.7,119.75
7.03,4,0,848.7,125.29
42.77,4,1,817.4,163.56
7.13,2,0,2323.3,132.69
25.52,6,1,4974.3,196.91
12.56,2,2,5007.2,183.17
40.57,5,2,1675.4,184.84
33.9,5,3,4980.0,211.57
20.36,3,1,2400.2,159.64
17.01,6,1,2383.7,180.89
13.64,1,1,1846.7,146.17
23.65,3,1,5007.7,178.37
4.42,2,0,1766.5,116.18
14.82,0,2,5758.2,180.7
6.76,3,0,4893.8,141.12
6.53,2,1,920.1,127.9
18.67,5,1,2465.0,180.68
15.64,4,1,2311.1,168.61
17.04,3,2,860.1,154.49
12.53,1,2,2455.9,171.31
13.18,2,1,2451.4,151.25
32.12,3,4,5763.7,233.22
14.02,1,1,824.7,133.38
15.57,4,1,5681.6,177.1
12.5,2,1,954.4,144.8
18.02,3,1,4990.1,171.67
27.93,0,3,1800.2,191.86
10.05,2,2,1846.6,160.67
21.52,1,1,4971.0,166.66
13.81,5,0,4942.2,164.98
12.15,3,0,5781.6,162.46
5.31,3,0,938.8,119.75
24.04,3,0,2328.9,153.18
29.62,6,1,2424.8,189.84
18.65,5,2,1860.8,180.52
12.29,3,1,2433.8,163.72
16.14,2,2,2389.3,160.33
15.58,4,2,2391.2,176.11
11.36,1,1,1004.0,138.26
4.76,1,0,2392.5,117.39
11.18,1,0,2477.6,135.47
4.68,1,0,2483.6,112.84
39.72,5,3,5050.6,225.58
39.75,5,1,1713.3,174.79
3.83,1,0,2402.0,126.16
16.33,3,1,1826.0,159.15
3.9,0,0,5922.7,139.41
31.32,5,2,2408.9,183.23
4.14,1,0,845.7,115.72
11.65,0,0,4995.3,142.97
11.26,2,2,2365.7,165.0
11.25,2,0,2454.3,135.71
72.62,4,0,4982.4,186.57
4.5,0,1,904.0,117.72
7.43,0,0,2410.3,123.84
7.34,2,0,5043.9,147.72
15.36,3,2,913.9,159.91
59.54,5,2,860.0,185.85
14.61,2,1,5745.5,171.27
25.64,5,2,5747.6,208.57
13.87,0,1,2385.9,138.62
3.75,1,1,2389.0,143.56
11.91,2,1,2398.4,151.96
6.2,1,0,2376.5,125.16
12.48,0,0,5737.7,148.25
5.35,2,0,4930.1,140.29
23.31,1,1,5046.9,169.35
4.05,0,0,5020.3,124.66
43.26,8,2,4912.2,223.84
4.9,1,0,1840.7,118.78
6.27,0,0,5098.3,129.68
6.12,1,0,2432.6,137.02
9.08,0,0,2456.1,118.53
8.4,0,0,876.5,113.88
13.29,1,0,2346.6,131.52
16.92,1,2,5000.5,181.01
43.01,5,2,2358.1,188.21
10.98,2,0,2402.1,133.09
22.65,5,0,5877.2,177.68
5.07,0,1,2338.9,135.28
6.0,1,0,4912.2,143.19
18.19,2,0,5826.8,154.03
14.45,5,0,5065.1,168.18
5.99,1,1,4981.2,143.96
18.14,4,0,5001.6,154.42
67.54,2,2,1800.7,185.68
23.5,6,0,5104.3,170.48
7.24,2,1,2377.4,144.22
4.68,0,0,2335.3,110.48
40.8,4,0,2413.2,164.46
4.66,1,1,1829.0,133.9
9.7,2,1,908.6,137.02
3.66,1,1,5005.4,143.15
9.71,1,1,5013.6,163.6
48.75,7,3,2411.7,216.54
25.28,0,1,944.9,143.03
38.65,5,1,2410.6,191.35
22.4,3,0,2391.9,155.84
7.5,0,0,948.9,105.78
13.99,1,2,994.8,146.27
9.46,2,1,5047.3,174.22
38.05,7,1,5059.4,205.13
8.9,0,0,5797.0,138.94
16.62,2,0,2549.0,147.73
19.13,2,1,1815.6,159.37
29.71,6,3,2433.9,212.03
13.76,0,2,2391.4,151.68
16.08,2,2,1834.8,181.53
34.75,3,3,816.6,184.62
14.14,0,1,4952.9,167.27
5.01,0,1,1782.8,132.72
13.54,0,1,5054.6,159.51
11.35,1,2,5088.9,183.21
24.56,4,0,2428.7,155.77
7.31,2,0,1781.4,137.29
5.63,0,0,2390.5,125.87
10.96,1,0,4926.0,135.51
7.33,2,1,2517.5,147.54
14.97,0,0,2335.0,135.9
27.52,2,2,2490.4,184.91
22.22,7,0,5014.7,179.08
36.16,5,2,2397.8,196.24
8.69,0,0,893.3,119.2
17.03,4,1,5781.5,177.23
17.89,2,0,935.8,124.83
3.89,0,0,5826.4,125.75
12.49,0,1,2403.2,153.09
21.37,1,0,5761.8,152.64
7.22,1,0,924.1,118.45
5.18,1,0,5032.9,138.43
2.43,1,0,5036.7,129.63
13.73,2,0,2384.1,136.87
4.23,2,0,1849.3,115.76
12.36,3,2,5824.3,186.51
33.14,8,2,1768.9,199.82
11.63,2,0,1707.9,128.43
8.03,3,0,5069.9,156.2
12.03,3,1,1814.1,154.12
6.5,1,1,2321.8,143.96
5.79,1,0,4993.1,137.91
8.1,0,1,4941.2,143.19
10.57,2,0,2371.4,136.09
8.27,1,1,5069.5,156.24
9.78,3,0,2398.6,138.87
64.64,5,3,5866.9,237.13
8.19,3,0,2402.1,142.41
6.21,0,0,1777.8,117.15
10.93,2,1,5797.6,171.85
7.7,0,0,2457.8,128.46
65.22,4,4,5015.1,244.37
3.13,0,0,4927.9,129.6
2.77,2,0,884.2,103.92
7.5,0,0,2402.0,129.95
17.65,3,1,2414.2,167.39
23.02,3,1,1801.5,166.7
45.1,3,2,5041.1,195.4
88.88,7,4,959.6,226.97
32.88,1,0,942.3,134.47
3.78,1,0,5012.2,133.43
4.98,0,0,2360.8,117.2
21.97,1,1,4971.4,176.29
13.19,1,2,2408.5,168.31
14.24,1,2,2381.1,164.99
26.65,1,2,4950.5,182.12
11.68,0,1,4926.3,162.63
7.1,1,1,2459.9,152.29
41.4,10,1,1855.9,198.8
31.11,10,1,5824.9,214.33
9.78,2,0,5783.8,146.86
10.41,2,0,2437.9,139.11
4.6,0,0,4965.0,138.18
7.69,1,0,5064.0,145.13
8.49,5,0,1013.0,135.07
27.96,5,1,4900.4,179.41
7.73,2,1,885.6,126.79
47.23,8,2,2442.8,213.97
7.01,0,0,5022.1,132.0
10.5,2,0,5721.6,156.24
54.26,5,2,4921.8,211.38
22.76,1,2,2378.7,172.98
4.15,1,1,2292.9,130.43
2.43,0,0,2415.8,106.13
12.01,1,1,2444.4,145.98
20.64,4,0,4979.0,174.44
16.66,1,0,2367.3,146.97
5.35,2,1,5824.0,166.87
13.59,2,2,4997.3,180.91
10.96,2,0,5004.2,154.88
10.69,1,0,1759.3,129.82
17.6,3,2,5746.4,194.64
4.24,0,0,2352.4,123.89
37.84,8,0,2442.5,180.5
3.88,1,0,1805.3,115.55
2.65,0,0,917.7,97.38
19.97,1,2,1861.1,170.04
11.82,2,0,2438.4,141.87
22.76,2,0,2393.8,153.69
21.22,1,1,2341.0,162.38
8.04,1,0,2409.4,127.94
2.51,0,0,4989.9,122.64
24.73,3,1,2446.9,170.17
18.33,2,1,2418.9,162.16
16.54,5,2,4950.5,195.24
32.88,3,2,5016.0,200.45
8.01,0,0,5064.7,136.57
4.83,0,0,2414.9,122.54
29.06,3,2,5826.2,208.61
13.41,2,1,2436.0,162.18
25.78,7,3,2389.8,215.98
17.95,3,1,2367.1,165.31
6.76,2,1,2471.9,145.18
58.89,5,2,1748.1,197.79
16.68,3,1,2398.8,161.34
8.85,5,1,5020.0,174.99
4.03,0,0,2319.4,123.31
3.08,1,1,4976.4,154.32
14.7,0,1,1820.0,139.81
37.4,7,0,5821.4,192.5
29.45,2,1,4998.4,179.29
11.26,1,2,1846.7,155.35
18.99,2,0,2346.7,138.32
4.46,0,0,4997.8,131.67
5.32,0,0,1818.5,115.81
5.3,2,0,4959.4,134.86
19.5,4,0,5805.1,166.54
6.87,0,0,2412.6,119.49
12.11,1,1,1021.6,142.08
10.89,3,2,2396.6,170.62
3.68,2,0,4987.4,137.87
7.45,3,0,5717.4,158.23
14.23,3,2,903.2,162.66
32.6,7,2,1733.1,206.79
5.72,1,0,2480.5,128.18
13.46,3,2,5012.9,186.83
47.02,6,3,2369.7,211.59
41.34,6,1,5055.5,191.66
30.89,4,1,4969.0,185.53
14.44,3,1,5771.5,173.67
41.28,4,3,1875.9,200.48
30.84,9,3,4992.7,235.44
12.59,1,2,2392.4,172.61
16.04,2,0,931.2,125.33
3.61,1,0,2382.1,119.91
4.84,1,0,2337.5,121.82
10.07,3,1,1807.8,152.56
12.16,2,1,920.6,136.06
21.77,8,0,2474.6,176.8
26.28,0,2,1837.0,158.96
4.61,0,1,1843.2,132.51
73.35,7,1,5003.7,207.97
8.83,0,0,2360.4,132.3
6.66,0,0,2494.8,122.95
17.39,1,0,1834.0,144.28
15.9,4,1,4998.5,177.45
8.3,2,0,2348.6,130.33
2.06,0,0,4992.3,125.68
7.82,2,0,1836.5,127.05
43.46,9,2,4991.8,225.17
27.45,2,1,2295.9,161.28
6.34,0,0,2357.5,115.86
33.77,4,1,1914.7,173.6
4.63,0,0,4994.3,135.37
12.69,0,0,4977.8,139.67
7.07,2,0,5014.5,151.75
7.7,3,0,5728.1,141.48
28.3,1,2,5041.4,185.88
10.3,0,1,2400.8,141.64
2.09,1,1,5746.0,138.01
1.11,1,0,1798.6,104.99
7.44,1,0,5780.4,139.6
18.05,6,0,5010.7,173.79
12.99,3,0,2470.1,143.62
10.04,0,0,2470.2,128.17
65.17,4,2,2376.1,200.59
7.31,3,0,5022.7,153.43
3.33,1,0,828.3,108.35
19.06,4,2,2347.3,182.26
9.13,2,0,2420.6,132.1
3.35,1,0,1861.3,117.1
6.36,0,0,2505.9,129.03
13.36,3,1,2351.7,172.28
31.59,8,3,5853.5,235.57
18.66,2,1,1866.1,158.23
4.28,1,0,2449.2,121.59
15.76,6,0,2360.9,158.27
30.0,9,1,2367.9,195.21
4.55,0,0,2387.8,121.98
8.11,4,0,1809.7,138.76
3.12,0,0,2355.5,110.27
26.31,2,3,2382.3,195.43
66.16,4,0,2425.4,163.69
14.06,2,0,4996.5,157.24
4.72,0,0,5023.7,132.91
13.62,3,1,4968.3,169.75
22.97,2,1,2428.5,151.13
10.91,1,1,869.1,137.35
9.56,0,1,4960.4,158.64
6.4,1,0,2439.9,128.21
8.56,2,1,5812.8,164.32
2.82,1,0,5011.5,131.76
4.07,1,0,2384.8,124.04
7.79,3,0,1735.1,133.2
6.97,1,0,4977.5,151.11
6.23,2,0,5007.6,149.97
2.53,0,0,2422.2,113.65
13.27,1,1,1809.4,149.08
21.95,2,1,2387.2,165.29
30.57,2,0,4927.0,168.59
17.02,4,1,2357.0,168.96
19.32,5,0,2470.0,159.45
12.68,1,1,5863.1,167.54
49.28,5,1,4971.5,194.88
17.86,2,0,5026.9,158.74
12.88,4,0,1760.0,148.35
9.8,3,0,1768.9,132.82
12.67,0,2,2423.2,166.62
9.78,1,1,5022.9,167.28
3.86,0,1,2419.2,135.48
9.87,2,1,2473.7,149.48
2.24,0,1,2387.3,124.73
20.32,5,1,2444.6,167.69
23.8,4,1,2436.2,170.03
4.79,0,0,2385.5,118.39
11.5,1,0,1763.1,123.43
4.06,0,0,2374.8,115.54
14.55,2,1,4966.3,171.06
14.68,2,0,2391.9,148.0
12.15,2,0,2299.2,138.17
2.81,0,0,1754.9,103.36
11.17,0,0,935.2,112.48
4.45,0,0,5017.9,136.44
8.48,3,0,2302.7,139.69
12.88,1,1,5810.1,154.18
6.57,1,0,1795.0,118.1
11.27,0,1,1750.5,136.73
6.86,3,0,4969.2,142.24
19.58,3,2,1762.4,174.67
14.02,0,1,5843.8,158.08
28.43,5,0,2388.1,162.01
8.24,1,1,4986.7,160.01
14.57,0,1,2398.3,142.11
13.11,0,0,1790.6,125.98
14.38,2,1,2424.3,161.62
17.33,1,2,4958.8,178.49
4.86,0,0,5091.9,133.58
18.21,5,1,5800.5,187.73
20.87,2,0,2432.9,153.14
25.09,2,3,800.0,173.76
3.63,0,0,2419.2,124.66
19.37,2,1,2356.5,151.48
23.21,3,2,2404.5,177.77
22.5,4,1,2362.8,173.84
4.39,0,0,2398.3,119.21
12.91,1,1,2466.6,152.89
5.65,3,0,5019.8,148.37
12.06,2,1,5029.4,175.54
13.46,0,1,1804.8,143.59
12.55,2,1,4998.6,170.17
8.9,0,0,5758.7,139.08
13.57,2,2,1806.6,171.35
5.95,2,0,5059.8,160.09
7.6,0,0,2370.8,131.32
9.4,3,0,5025.1,149.2
8.06,2,0,2388.3,128.58
10.5,1,0,5018.6,147.56
33.75,10,2,934.9,192.63
19.31,1,0,2490.5,138.17
7.82,2,0,5775.5,154.12
30.59,3,2,2395.7,182.4
30.12,0,4,1730.4,191.49
6.57,1,0,4961.9,149.63
4.94,2,0,5870.8,138.1
11.84,2,0,1817.3,138.91
13.71,1,0,5907.3,150.64
9.35,2,1,2452.1,158.4
4.78,0,0,5851.6,140.04
21.5,4,0,5796.2,165.62
8.94,1,0,5878.5,146.89
9.6,2,0,2436.3,136.74
11.74,1,0,2396.8,130.89
20.16,3,1,2399.7,163.48
11.28,1,1,2350.7,152.72
17.77,2,0,5022.6,157.6
66.84,7,1,1762.8,193.54
10.82,0,1,5743.5,165.8
30.69,4,1,2437.8,172.75
34.07,5,2,5802.7,205.36
27.34,2,2,2417.0,177.75
21.29,4,2,950.6,162.41
3.18,0,0,948.8,104.3
7.0,2,0,5798.1,154.7
11.41,3,2,2496.9,179.05
11.15,2,2,911.1,153.4
9.66,3,1,4926.9,166.08
6.82,0,0,1749.3,121.62
18.24,3,0,2384.2,137.72
9.52,3,1,5034.7,159.7
32.29,4,0,882.5,145.69
30.6,3,0,2414.7,157.31
11.43,0,0,2390.5,134.05
22.66,4,0,2345.8,159.94
38.7,6,3,4944.5,226.62
7.7,0,0,1899.4,130.82
2.63,1,1,2326.0,136.83
40.47,5,2,2384.6,194.15
8.56,0,0,2358.8,123.25
45.33,6,2,5002.2,213.52
18.32,4,1,930.4,149.21
21.3,5,2,4917.3,203.38
4.74,0,1,4947.8,144.32
25.64,3,3,4914.5,209.11
24.15,2,0,2466.7,159.6
10.07,3,1,2379.5,152.31
33.36,8,0,2355.6,171.99
30.82,5,2,2377.2,196.46
10.64,0,1,2380.3,145.4
42.53,5,2,2423.9,191.37
22.13,1,0,4952.0,139.91
2.18,0,0,914.4,96.11
11.66,1,0,2398.8,130.59
3.38,0,0,5766.7,125.46
9.37,0,0,2394.6,125.16
21.24,5,1,2449.9,174.11
18.61,3,0,4946.6,165.2
3.54,0,0,1796.6,110.63
12.37,1,0,5013.6,142.61
29.27,1,2,5016.7,191.81
7.95,1,0,2343.3,131.82
8.74,0,1,1733.2,136.7
10.87,1,1,5041.3,160.67
7.08,4,0,897.5,132.74
34.94,3,0,4990.9,170.51
6.6,1,1,2369.5,148.94
24.46,2,2,5680.9,193.91
9.58,1,0,886.3,122.72
11.96,2,2,2365.0,175.99
3.96,0,0,2323.2,118.15
6.74,1,0,1775.0,124.0
12.8,0,1,932.4,131.47
24.6,2,1,1842.0,158.46
17.6,2,1,891.7,141.3
7.09,0,0,5010.5,132.38
15.11,1,0,5787.0,147.5
6.33,1,0,2454.7,130.52
41.4,7,2,2386.2,200.18
22.31,1,1,5030.4,169.02
10.14,2,0,2318.4,130.35
13.53,1,1,2427.1,151.09
16.91,1,1,5748.1,171.11
15.26,2,0,2395.5,146.31
37.24,5,1,5023.5,188.09
14.26,1,1,4954.6,166.22
23.89,2,2,5709.7,200.94
6.14,4,0,2404.5,138.52
71.08,8,1,5774.5,219.23
13.18,3,1,888.7,140.21
11.47,2,2,5025.7,177.35
10.38,1,1,985.5,133.2
67.58,8,2,5891.2,239.74
22.62,3,0,878.8,142.06
8.65,0,0,2335.8,130.8
15.61,4,0,2393.8,151.0
43.57,9,4,1808.5,240.27
2.69,0,0,5835.1,126.76
15.35,2,1,898.7,132.68
4.73,0,0,2396.7,115.32
8.15,1,0,2366.0,132.4
10.86,1,1,2367.9,150.57
35.46,5,1,4981.2,189.73
25.27,0,2,1815.8,165.65
12.9,2,1,2354.8,153.18
6.24,2,0,4925.3,147.59
2.05,0,0,5073.9,122.39
15.89,1,0,2432.0,139.84
19.63,4,1,2367.1,164.65
7.12,3,1,1846.1,151.77
22.85,1,1,1889.9,149.7
5.61,3,1,1842.2,148.55
8.99,0,0,905.8,109.07
30.93,5,1,913.6,163.53
5.32,2,0,5037.5,160.94
18.79,5,0,908.8,142.16
10.52,0,2,4945.3,171.93
11.39,6,1,2392.8,170.51
13.77,1,1,2469.1,153.0
24.27,2,2,5034.7,192.83
18.42,2,0,835.6,127.31
83.92,2,0,1755.8,159.72
9.87,2,0,2385.0,128.97
7.92,0,0,2459.2,131.69
13.02,1,1,4984.6,172.46
3.76,0,0,5059.8,128.2
6.52,2,1,5007.8,159.69
47.36,6,3,5777.6,230.87
17.65,3,0,1782.2,144.3
19.29,4,2,4966.5,195.83
16.06,3,0,2414.3,145.48
11.37,4,2,5725.0,188.47
13.63,0,0,1817.1,131.11
11.78,3,0,2426.0,152.07
5.08,3,0,2421.8,130.23
8.62,2,0,5065.4,149.36
4.15,0,0,1847.6,114.7
31.82,7,4,5786.4,241.99
7.09,3,1,824.2,132.58
12.23,0,0,4970.4,146.99
23.14,1,1,4949.7,168.83
49.25,7,2,2332.6,213.21
28.22,4,4,2402.5,212.27
14.89,3,0,2311.5,145.5
7.08,3,0,2394.4,132.95
11.94,2,0,2392.9,136.52
10.87,2,0,2332.8,149.91
3.07,1,0,2458.8,118.95
9.45,0,0,2375.0,136.07
4.43,1,0,1812.4,123.65
15.83,5,0,5002.9,164.98
11.63,2,1,2377.3,156.63
28.43,5,1,2436.2,175.5
16.95,3,0,5026.0,157.85
16.97,5,1,4955.9,184.64
44.06,6,1,872.7,170.07
31.92,1,1,2377.2,162.33
1.67,1,0,4970.7,120.41
7.57,1,1,1802.0,137.63
100.0,4,2,5092.3,225.28
8.39,4,0,1805.6,136.11
26.25,1,0,5851.5,167.4
6.96,1,0,4940.1,139.7
19.08,3,1,1752.3,150.12
12.82,3,1,2392.6,157.99
5.16,1,0,5029.7,129.0
5.24,1,0,2379.3,118.78
7.15,6,1,2483.0,158.78
14.64,1,2,974.7,152.45
3.01,0,1,5062.7,140.33
3.56,0,0,2433.5,119.84
13.22,1,0,2352.9,136.61
8.53,4,0,5000.4,157.06
25.68,3,0,2408.6,156.08
100.0,4,2,1849.1,197.72
99.5,5,4,5033.2,248.54
9.46,2,0,892.9,118.7
5.94,0,0,5031.5,136.6
10.02,0,2,2382.2,162.42
25.0,2,1,2465.2,163.63
5.44,0,0,5007.8,137.37
14.89,2,0,2418.3,150.44
14.36,3,1,5777.3,178.18
5.52,1,0,2394.4,122.52
100.0,5,3,5008.8,236.47
11.16,0,0,1806.1,122.54
17.86,2,2,1801.7,168.88
11.35,3,1,803.7,136.4
6.55,3,0,2507.4,131.28
5.2,0,1,857.6,122.06
13.23,2,0,4964.4,150.92
2.26,1,0,5001.5,120.06
12.91,0,2,1841.1,154.82
10.97,4,0,2382.8,147.32
12.21,0,0,1826.5,130.23
9.31,3,0,2394.0,135.01
12.92,2,0,5050.1,153.36
2.97,0,0,5776.2,125.0
9.56,3,0,2372.7,144.02
9.97,4,0,827.2,128.72
3.18,1,0,2349.0,110.9
13.54,0,0,2301.6,128.01
6.04,1,0,5845.9,141.21
12.7,1,2,1858.2,167.27
8.2,2,0,5858.3,146.19
16.62,7,0,2477.9,160.66
12.1,3,2,2326.6,172.79
13.09,1,1,5784.3,174.5
2.21,1,0,882.5,104.43
12.58,1,2,5702.5,178.68
12.83,3,0,2453.7,146.27
13.06,1,0,2432.0,135.41
10.88,1,1,2422.8,148.96
7.74,1,0,2368.6,126.75
32.15,9,0,5005.0,197.6
18.99,2,0,2439.3,139.27
11.11,4,1,4972.3,170.1
39.76,9,0,4991.0,201.71
9.12,3,0,2396.8,134.24
13.63,0,1,2324.6,154.36
29.73,1,1,2470.5,163.78
33.37,10,1,5036.2,211.39
7.75,2,0,2382.1,135.4
9.62,2,0,850.6,119.91
7.27,1,0,4932.5,143.88
11.51,1,2,5009.2,180.32
